page;question;answer
4;Quelle dénomination? Quel statut?;Vous avez choisi votre activité, déterminé le lieu d'implantation de votre entreprise, le mode de son financement ainsi que sa forme juridique, vous pouvez dés lors commencer à accomplir les formalités d'inscription au registre du commerce. Pour commencer vous devez: 1-Obtenir une dénomination Chaque entreprise (personne physique ou morale) étant connue et réputée par sa dénomination ou son nom commercial, le Centre National du Registre du Commerce vous propose de choisir un nom spécifique pour celle-ci. Ce nom vous sera attribué après recherche au niveau du fichier national des dénominations et noms commerciaux selon la forme juridique choisie, les sociétés commerciales (personnes morales) devront alors le présenter au notaire pour l'élaboration des statuts, et confirmer sa réservation, six (06) mois à compter de la date de son attribution. 2-Elaboration des statuts (personnes morales): Une fois que la dénomination vous a été attribuée, vous devez vous présenter devant un notaire pour l'élaboration des statuts, dont la publication au Bulletin Officiel des Annonces Légales -BOAL-, un quotidien national ainsi que son dépôt au CNRC sont obligatoires. 3-L'inscription au registre du commerce: Après avoir accompli les démarches précédemment citées, vous devez procéder à l'inscription de votre entreprise au registre du commerce, en vous présentant à l'une des antennes locales du Centre National du Registre du Commerce sise à chaque chef lieu de wilaya, muni des pièces réglementaires requises, ainsi vous exercerez votre activité dans le cadre légal suivant la réglementation en vigueur. Après dépôt et vérification de la conformité de votre dossier, un récépissé vous sera délivré, et vous obtiendrez ensuite l'extrait du registre du commerce de votre entreprise dans un délai de 24 heures
4;Quelles sont les modalités d'inscription au Registre du commerce? immatriculation? modification?;"1 Immatriculation principale C'est la première immatriculation au registre du commerce, formalisée par tout assujetti, personne physique ou morale, portant sur une activité économique soumise à inscription au Registre du Commerce. Au plan pratique, une activité économique de base est représentée juridiquement par une codification correspondant à un libellé et un contenu d'activité figurant dans la Nomenclature des activités économiques soumises à inscription au Registre du Commerce. A l'exercice de cette activité de base, l'assujetti peut adjoindre l'exercice d'une ou plusieurs autres activités qui sont portées au registre du commerce lorsqu'elles sont homogènes avec celle-ci. Cette immatriculation principale ou de base implique l'attribution d'un numéro du Registre du Commerce pour toute la durée de vie de la personne physique ou de la vie sociale de la personne morale, en application du principe d'unicité du registre du commerce. 2 Immatriculation secondaire Conformément a la réglementation du registre du commerce, l'activité secondaire est définie comme suit: ""Toute installation matérielle ou structure économique appartenant au dépendant de toute personne physique ou morale, placée sous son contrôle ou sa direction et traduisant le prolongement de l'activité de base et/ou l'exercice d'autres activités établies dans le ressort territorial de la wilaya de l'établissement de base et/ou d'autres wilayas "". De cette définition il ressort que les activités secondaires font l'objet d'immatriculations secondaires au niveau des registres locaux de leur lieu d'implantation avec référence à l'immatriculation de l'activité de base. En conséquence, les immatriculation secondaires seront obligatoirement enregistrées sous le même numéro que celui attribué à l'immatriculation de base, que celle-ci ait été effectuée par le même registre local ou au niveau d'une autre wilaya (unicité du Registre du Commerce). 3 Modification La modification du registre du commerce peut être constituée, selon le cas, par des ajouts, des rectificatifs ou des suppressions de mentions portées au registre du commerce. Toute modification doit intervenir dans le respect de l'unicité du Registre du Commerce et des énonciations figurant à la nomenclature des activités économiques soumises à inscription au Registre du Commerce d'une part, et dans le cadre défini et explicité relatif à l'activité de base et aux activités secondaires d'autre part. D"
4;ans quels cas une personne physique doit procéder à une modification?;Prorogation d'un registre du commerce apres deces Changement de nom commercial Location-gerance (recuperation d'un fonds) Changement d'adresse du localcommercial Adjonction de codes activites Changement de nom du commercant Changement de nationalite Changement d'adresse du domicile Modification du secteur d'activite Duplicatas d'un extrait du rc
4;Dans quels cas une personne morale doit procéder à une modification?;Transfert de siège social Changement de denomination Changement de nature juridique Location-gerance (recuperation d'un fonds) Renouvellement du contrat de gerance libre Transfert du local abritant l'activite Diminution de capital Augmentation de capital Changement de l'objet social Nomination d'un gerant Nomination d'un co-gerant Nomination de nouveaux administrateurs « 1 2 3 4 5 6 7 8... 49 50 »
5;Les codes d'activités inscrits dans la nomenclature d'activités? comment avoir les listing des codes? le contenu de ces codes?;les codes d'activités sont 1-Production de biens 2- Entreprise de production artisanale 3- Distribution en gros 4- Importation pour la revente en l'Etat 5- Distribution en détail (sédentaires et non sédentaires) 6- Services 7-Exportation commence consulter la liste des codes cliquer http://sidjilcom.cnrc.dz/web/cnrc/recherche-nae
5;Quel ancrage juridique?;Décret exécutif n° 15-249 du 15 Dhou El Hidja 1436 correspondant au 29 septembre 2015 fixant le contenu, l'articulation ainsi que les conditions de gestion et dactualisation de la nomenclature des activités économiques soumises à inscription au registre du commerce Definition de la nomenclature des activités économiques NAE Art. 2.  La nomenclature des activités économiques NAE, regroupe des activités économiques, structurées par secteurs d'activités, subdivisées en groupes et sous groupes d'activités homogènes et fixant pour chaque activité une codification spécifique et un libellé. La codification renvoie à un contenu qui constitue un descriptif général de l'activité et peut, au besoin, inclure un descriptif accessoire. Les codes et libellés de la NAE relevant des secteurs d'activités, incluent les opérations commerciales effectuées par les opérateurs économiques à titre complémentaire à leurs activités principales. Il est entendu par opérations commerciales à titre complémentaire, les services de transport et de livraison à la clientèle, le montage et l'installation du matériel et la fourniture des pièces de rechange ainsi que les services liés au conseil et à la formation. « 1 2 3 4 5 6 7 8... 49 50 »
6;Quelles sont les modalités d'inscription au BOAL?;Les inscriptions au niveau du Bulletin Officiel des Annonces Légales (BOAL) sont effectuées au niveau des antennes locales du Centre National du Registre de Commerce (CNRC).
6;Quelles sont les activités commerciales non sédentaires?;Les activités commerciales non sédentaires sont toute les activités exercées en étal ou de manière ambulante sur les marchés, les champs de foires ou toute autre espace aménagé à cet effet et ce, telles que prévues par les dispositions de l'article 20 de la loi n° 04-08 du 14 août 2004 modifiée et complétée, relative aux conditions d'exercice des activités commerciales. Les activités non sédentaires sont listées dans la nomenclature figurant dans le lien du site web du Ministère du Commerce: ………….
6;Je voudrais avoir des informations au sujet de l'obtention d'un agrément pour ouvrir un restaurant, je voudrais savoir à quel service dois-je m'adresser?;L'exercice de l'activité de restaurant est soumis à l'obtention d'une licence de débit de boissons délivrée par la wilaya (DRAG) territorialement compétente en vertu des dispositions du décret n° 75-59 du 29 avril 1975. « 1 2 3 4 5 6 7 8... 49 50 »
7;Quel ancrage juridique?;ancrage juridique Arrêté du 26 Moharram 1437 correspondant au 9 novembre 2015 définissant les conditions et les modalités d'ouverture et de fonctionnement des bureaux de liaison non commerciaux. (JO N° 62 du 25 Novembre 2015)
7;Est ce que l'ouverture d'un bureau de liaison est soumise à un agrément? qui le délivre? Quelle période de validité?;L'ouverture d'un bureau de liaison est soumise à un agrément délivré par le ministère du commerce pour une période de validité de deux (2) années, renouvelable.
